[INFO ] 16 Jun 2022 14:59:40,646 qa.base.BaseTest:87 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-LOGOUT})
[INFO ] 16 Jun 2022 15:11:35,738 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:35,797 qa.base.BaseTest:43 - Properties object created
[INFO ] 16 Jun 2022 15:11:35,798 qa.base.BaseTest:47 - Properties file loaded
[INFO ] 16 Jun 2022 15:11:35,807 qa.base.BaseTest:51 - parseStringXML method called
[INFO ] 16 Jun 2022 15:11:35,808 qa.base.BaseTest:54 - DesiredCapabilities object created
[INFO ] 16 Jun 2022 15:11:35,808 qa.base.BaseTest:64 - Required DesiredCapabilities are set
[INFO ] 16 Jun 2022 15:11:40,862 qa.base.BaseTest:69 - AndroidDriver object created
[INFO ] 16 Jun 2022 15:11:40,863 qa.base.BaseTest:75 - closing configis
[INFO ] 16 Jun 2022 15:11:40,863 qa.base.BaseTest:79 - closing stringis
[INFO ] 16 Jun 2022 15:11:41,033 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:41,054 qa.base.BaseTest:98 - sendKeys - Located by By.chained({By.AccessibilityId: test-Username}): Enter UserName
[INFO ] 16 Jun 2022 15:11:41,055 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Username})
[INFO ] 16 Jun 2022 15:11:42,266 qa.base.BaseTest:98 - sendKeys - Located by By.chained({By.AccessibilityId: test-Password}): Enter Password
[INFO ] 16 Jun 2022 15:11:42,266 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-Password})
[INFO ] 16 Jun 2022 15:11:42,847 qa.base.BaseTest:92 - click - Located by By.chained({By.AccessibilityId: test-LOGIN}): Press Login Button
[INFO ] 16 Jun 2022 15:11:42,848 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.AccessibilityId: test-LOGIN})
[INFO ] 16 Jun 2022 15:11:43,497 qa.base.BaseTest:35 - PageFactory elements initialized calling BaseTest constructor
[INFO ] 16 Jun 2022 15:11:43,498 qa.base.BaseTest:104 - getAttribute - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Item title"])[1]})text: getSLBTitle from ProductsPage
[INFO ] 16 Jun 2022 15:11:43,498 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Item title"])[1]})
[INFO ] 16 Jun 2022 15:11:44,861 qa.base.BaseTest:104 - getAttribute - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Price"])[1]})text: getSLBPrice from ProductsPage
[INFO ] 16 Jun 2022 15:11:44,861 qa.base.BaseTest:86 - waitForElementVisibility - Located by By.chained({By.xpath: (//android.widget.TextView[@content-desc="test-Price"])[1]})
